ZCTA5,Zip5,LANDSQMT,WATERSQMT,LANDSQMI,WATERSQMI,POPULATION,HSGUNITS,INTPTLAT,INTPTLON
Z97408,97408,129253149,3436787,49.9,1.33,11711,5164,44.143552,-123.058908
Z97410,97410,322218296,0,124.41,0,759,389,42.79894,-123.147871
Z97411,97411,347599360,30904017,134.21,11.93,6953,3915,43.075637,-124.359381
Z97412,97412,219113640,1309029,84.6,0.51,521,344,44.204934,-123.548077
Z97413,97413,1396601454,10449415,539.23,4.03,915,784,44.124779,-122.072275
Z97414,97414,70683373,381468,27.29,0.15,273,138,42.961554,-124.203021
Z97415,97415,385423091,3850378,148.81,1.49,14051,7434,42.084386,-124.174762
Z97416,97416,138557870,47911,53.5,0.02,937,402,43.034121,-123.686734
Z97417,97417,51924124,29582,20.05,0.01,2439,1085,42.947656,-123.230688
Z97419,97419,75807504,3917,29.27,0,1066,489,44.180946,-123.410669
Z97420,97420,616004719,49062254,237.84,18.94,27473,12905,43.350962,-124.136602
Z97423,97423,328794544,3602462,126.95,1.39,6809,3121,43.193744,-124.173445
Z97424,97424,596218745,10015547,230.2,3.87,17594,7505,43.729601,-123.014625
Z97426,97426,208161678,241589,80.37,0.09,9716,3955,43.898956,-123.029956
Z97429,97429,235845707,0,91.06,0,684,342,42.968299,-123.0635
Z97430,97430,271750147,0,104.92,0,385,218,44.17484,-123.705193
Z97431,97431,108052892,535198,41.72,0.21,2335,987,43.869513,-122.841759
Z97434,97434,277130526,2053862,107,0.79,928,394,43.622619,-122.71676
Z97435,97435,250742273,56517,96.81,0.02,2349,1053,43.690179,-123.328493
Z97436,97436,254138997,3662365,98.12,1.41,841,445,43.640015,-123.584772
Z97437,97437,57372938,4814003,22.15,1.86,2572,1035,44.097414,-123.392416
Z97438,97438,269055680,7796708,103.88,3.01,1191,491,43.944241,-122.682456
Z97439,97439,457221284,35560963,176.53,13.73,14343,8851,44.090672,-124.048263
Z97441,97441,40992542,25399805,15.83,9.81,260,166,43.774749,-124.157181
Z97442,97442,216581243,93411,83.62,0.04,2232,1008,42.771523,-123.423403
Z97443,97443,196489425,366584,75.86,0.14,2232,920,43.248329,-123.015591
Z97444,97444,423009562,6396192,163.32,2.47,5181,3168,42.506105,-124.337295
Z97446,97446,315506843,1878963,121.82,0.73,4812,1850,44.260727,-123.054648
Z97447,97447,307238188,14632438,118.63,5.65,794,558,43.155248,-122.210461
Z97448,97448,369681256,2847296,142.73,1.1,12244,5190,44.211163,-123.279453
Z97449,97449,116076095,8506607,44.82,3.28,1959,1417,43.563367,-124.040504
Z97450,97450,216397227,2206576,83.55,0.85,671,407,42.905939,-124.397057
Z97451,97451,106056913,0,40.95,0,387,183,43.815227,-123.268019
Z97452,97452,55827482,19431869,21.56,7.5,1420,614,43.874148,-122.750081
Z97453,97453,282544104,2041256,109.09,0.79,897,521,44.002797,-123.863372
Z97454,97454,145255337,0,56.08,0,1337,573,44.221508,-122.821646
Z97455,97455,62194243,441923,24.01,0.17,2538,1024,43.968577,-122.919725
Z97456,97456,235544157,943727,90.94,0.36,2985,1266,44.339248,-123.366418
Z97457,97457,420606568,34598,162.4,0.01,10208,4440,43.064509,-123.229492
Z97458,97458,984420944,3875372,380.09,1.5,4733,2190,43.048859,-124.008537
Z97459,97459,264228134,41972738,102.02,16.21,14096,6492,43.484217,-124.182735
Z97461,97461,109574556,32211,42.31,0.01,683,289,44.108528,-123.479762
Z97462,97462,534683685,5997189,206.44,2.32,3938,1786,43.489969,-123.379196
Z97463,97463,110245579,599054,42.57,0.23,3877,1931,43.740681,-122.387167
Z97465,97465,237741473,2043240,91.79,0.79,2145,1377,42.762771,-124.3417
Z97466,97466,108626649,447790,41.94,0.17,816,446,42.848906,-124.085231
Z97467,97467,657959902,15796033,254.04,6.1,5339,2897,43.815954,-123.823798
Z97469,97469,128506072,240125,49.62,0.09,2596,1137,42.915025,-123.436869
Z97470,97470,447958508,3946218,172.96,1.52,19985,9135,43.250807,-123.242303
Z97471,97471,450366700,5037277,173.89,1.94,29100,12666,43.218335,-123.487741
Z97473,97473,132795748,9792810,51.27,3.78,328,249,43.67591,-123.852596
Z97476,97476,117464190,656561,45.35,0.25,217,123,42.842229,-124.402796
Z97477,97477,32304566,566140,12.47,0.22,36874,16047,44.058464,-123.011597
Z97478,97478,421440461,3663122,162.72,1.41,37011,14675,44.089212,-122.842245
Z97479,97479,164750102,1390049,63.61,0.54,9505,4302,43.39035,-123.208305
Z97480,97480,180023003,2507,69.51,0,379,203,44.122276,-123.825169
Z97481,97481,19175375,4096,7.4,0,679,292,43.115279,-123.56598
Z97484,97484,328200528,0,126.72,0,235,152,42.940021,-122.8503
Z97486,97486,169276790,3687269,65.36,1.42,714,354,43.383323,-123.531642
Z97487,97487,196144040,13894753,75.73,5.36,8449,3382,43.988492,-123.387762
Z97488,97488,266746123,1557238,102.99,0.6,1011,606,44.128635,-122.417475
Z97489,97489,41020039,598568,15.84,0.23,868,434,44.164724,-122.620682
Z97490,97490,267909534,0,103.44,0,326,155,44.004139,-123.612016
Z97492,97492,58917399,223372,22.75,0.09,597,296,43.71833,-122.484787
Z97493,97493,141383958,11932206,54.59,4.61,323,233,43.889588,-124.024907
Z97494,97494,2427984,0,0.94,0,49,18,43.330404,-123.328081
Z97495,97495,19133281,879889,7.39,0.34,1450,718,43.281871,-123.313383
Z97496,97496,226149223,17603,87.32,0.01,7634,3281,43.066481,-123.472705
Z97497,97497,381088403,16205,147.14,0.01,1523,737,42.665706,-123.425495
Z97498,97498,256305088,8014820,98.96,3.09,1814,1659,44.284611,-124.022676
Z97499,97499,344618366,244130,133.06,0.09,1957,908,43.594965,-123.247735
Z97501,97501,137565826,136184,53.11,0.05,42117,17816,42.265974,-122.900832
Z97502,97502,245349937,3061666,94.73,1.18,27694,11316,42.414858,-122.953986
Z97503,97503,215917460,855569,83.37,0.33,10528,4058,42.604691,-122.923719
Z97504,97504,121018006,59737,46.73,0.02,44444,19864,42.327975,-122.799964
Z97520,97520,798728371,9863303,308.39,3.81,24469,12614,42.181232,-122.579211
Z97522,97522,234586003,407037,90.57,0.16,658,297,42.573005,-122.532148
Z97523,97523,439250959,435337,169.6,0.17,6264,3119,42.123094,-123.566871
Z97524,97524,802071928,4193542,309.68,1.62,14459,6115,42.467463,-122.647726
Z97525,97525,257185436,1480556,99.3,0.57,4601,2179,42.450715,-123.060902
Z97526,97526,364950829,1761907,140.91,0.68,34205,15422,42.535654,-123.338332
Z97527,97527,614062630,2457644,237.09,0.95,33713,15365,42.371142,-123.413626
Z97530,97530,937826393,4250646,362.1,1.64,6916,3516,42.152147,-123.057499
Z97531,97531,6602358,39979,2.55,0.02,522,238,42.200266,-123.64545
Z97532,97532,154337080,834670,59.59,0.32,2378,1114,42.573758,-123.521009
Z97534,97534,261066334,35782,100.8,0.01,756,437,42.118976,-123.786285
Z97535,97535,8183868,0,3.16,0,5047,2291,42.267738,-122.811447
Z97536,97536,176541998,309713,68.16,0.12,965,564,42.781908,-122.494698
Z97537,97537,307982972,35591,118.91,0.01,6918,3339,42.546408,-123.13782
Z97538,97538,367901674,558096,142.05,0.22,2063,1017,42.271112,-123.579993
Z97539,97539,56748241,533530,21.91,0.21,3329,1671,42.57584,-122.785786
Z97540,97540,108175713,17888,41.77,0.01,7930,3653,42.193618,-122.817755
Z97541,97541,523571047,650431,202.15,0.25,1478,760,42.726622,-122.738253
Z97543,97543,116385577,0,44.94,0,736,355,42.375064,-123.562116
Z97544,97544,422121229,89273,162.98,0.03,2206,1080,42.129584,-123.28877
Z97601,97601,1438189233,98325727,555.29,37.96,22459,11139,42.442787,-122.076826
Z97603,97603,805082421,13317532,310.84,5.14,29525,12962,42.140888,-121.680308
Z97604,97604,192285554,53434185,74.24,20.63,28,40,42.953892,-122.21319
Z97620,97620,1612805075,44016288,622.71,16.99,111,92,42.204181,-119.78788
Z97621,97621,335325586,578652,129.47,0.22,320,270,42.469228,-121.293655
Z97622,97622,425520315,937417,164.29,0.36,558,359,42.419733,-121.027513
Z97623,97623,958760323,10320131,370.18,3.98,2310,1073,42.201841,-121.270439
Z97624,97624,1178113161,45056104,454.87,17.4,3500,2109,43.004051,-121.63473
Z97625,97625,140827258,0,54.37,0,199,87,42.31477,-121.58089
Z97626,97626,168775705,267417,65.16,0.1,88,106,42.66735,-122.027911
Z97627,97627,72189847,1238098,27.87,0.48,780,383,42.140336,-122.049929
Z97630,97630,2110618259,146321035,814.91,56.49,5096,2495,42.314478,-120.366291
Z97632,97632,110961048,80070,42.84,0.03,1466,563,42.036715,-121.434832
Z97633,97633,76853653,773587,29.67,0.3,1361,572,42.03414,-121.562829
Z97634,97634,1489723,0,0.58,0,212,90,42.128304,-121.814925
Z97635,97635,116131643,118605,44.84,0.05,289,181,41.929992,-120.294195
Z97636,97636,489014308,225770,188.81,0.09,387,230,42.616637,-120.514464
Z97637,97637,489940782,36910817,189.17,14.25,76,71,42.703382,-119.890065
Z97638,97638,1228081903,390328,474.17,0.15,507,313,43.138881,-121.000604
Z97639,97639,212412273,1134716,82.01,0.44,570,349,42.447776,-121.429035
Z97640,97640,1290819584,131689675,498.39,50.85,99,120,42.847889,-120.66334
Z97641,97641,1640918316,338740,633.56,0.13,1313,897,43.260266,-120.513837
Z97701,97701,1758347878,13591186,678.9,5.25,58993,27682,44.112338,-121.20634
Z97702,97702,212268868,571723,81.96,0.22,40583,18484,44.000626,-121.233816
Z97707,97707,151292186,582918,58.41,0.23,5814,7495,43.826832,-121.491435
Z97710,97710,2134723704,331349,824.22,0.13,120,81,42.174184,-118.470538
Z97711,97711,667118496,87235,257.58,0.03,61,49,44.70702,-120.671364
Z97712,97712,448316523,58122,173.1,0.02,38,19,43.789447,-120.456155
Z97720,97720,2678299799,198393380,1034.1,76.6,4530,2316,43.585167,-118.887819
Z97721,97721,4381144157,13494558,1691.57,5.21,271,183,42.526763,-118.445323
Z97722,97722,1293796711,3564540,499.54,1.38,91,46,42.94809,-118.716044
Z97730,97730,34284012,0,13.24,0,252,380,44.502297,-121.647176
Z97731,97731,125736130,0,48.55,0,278,177,43.145997,-121.79748
Z97732,97732,222409963,139476,85.87,0.05,139,77,43.39729,-118.443106
Z97733,97733,907767117,35533929,350.49,13.72,770,1297,43.371249,-121.999522
Z97734,97734,397513868,8502489,153.48,3.28,2786,1705,44.542438,-121.336146
Z97735,97735,874591881,0,337.68,0,165,115,43.410691,-120.926174
Z97736,97736,1427347052,1380648,551.1,0.53,73,56,42.741885,-119.006803
Z97737,97737,67155721,165564,25.93,0.06,496,340,43.49688,-121.743673
Z97738,97738,189589231,1921849,73.2,0.74,1941,906,43.477671,-119.157429
Z97739,97739,538480345,48859057,207.91,18.86,11018,6319,43.694659,-121.460906
Z97741,97741,908147013,5702502,350.64,2.2,11912,4862,44.656449,-121.054484
Z97750,97750,993336065,292357,383.53,0.11,386,229,44.658141,-120.196698
Z97751,97751,905971420,305907,349.8,0.12,129,116,44.1455,-119.869134
Z97752,97752,394567091,451263,152.34,0.17,44,44,44.142918,-120.254399
Z97753,97753,306457910,612416,118.32,0.24,2016,1026,44.240511,-121.018129
Z97754,97754,3133345354,16243824,1209.79,6.27,18574,8919,44.15051,-120.57008
Z97756,97756,292781311,141308,113.04,0.05,33554,15222,44.283326,-121.216724
Z97758,97758,1503273648,365404,580.42,0.14,101,87,43.339021,-119.872338
Z97759,97759,994674066,7141673,384.05,2.76,6294,4494,44.498775,-121.90012
Z97760,97760,250649105,549727,96.78,0.21,6757,3442,44.38447,-121.230283
Z97761,97761,970867784,2944371,374.85,1.14,3987,1051,44.838526,-121.261509
Z97801,97801,1271940128,4518810,491.1,1.74,21521,8739,45.671054,-118.823944
Z97810,97810,521781827,0,201.46,0,815,359,45.713984,-118.457994
Z97812,97812,1225203673,27931248,473.05,10.78,851,472,45.57511,-120.249407
Z97813,97813,141379835,0,54.59,0,1302,554,45.85043,-118.528095
Z97814,97814,1980997077,12718877,764.87,4.91,12382,6109,44.832496,-117.759035
Z97817,97817,345755014,825969,133.5,0.32,38,55,44.743414,-118.612461
Z97818,97818,204868670,11125,79.1,0,4159,1354,45.785367,-119.890171
Z97819,97819,116733349,0,45.07,0,29,30,44.485347,-117.760392
Z97820,97820,876727912,296533,338.51,0.11,1095,598,44.072484,-119.47291
Z97823,97823,1621400060,3858461,626.03,1.49,948,641,45.239934,-120.216766
Z97824,97824,566179875,20851,218.6,0.01,1661,732,45.354251,-117.756383
Z97825,97825,642631156,32071,248.12,0.01,244,171,44.385128,-119.496251
Z97826,97826,822820004,57988,317.69,0.02,1085,429,45.664296,-119.232316
Z97827,97827,533407307,18202,205.95,0.01,2628,1299,45.575424,-117.83805
Z97828,97828,1906775056,91086,736.21,0.04,3124,1653,45.716764,-117.221884
Z97830,97830,1552752602,590010,599.52,0.23,748,473,44.966552,-120.183153
Z97833,97833,228152974,0,88.09,0,895,440,44.928889,-118.014879
Z97834,97834,540675196,624306,208.76,0.24,986,697,44.972346,-117.161236
Z97835,97835,487028659,0,188.04,0,361,145,45.910007,-118.786545
Z97836,97836,2400780481,1225618,926.95,0.47,1983,1163,45.320593,-119.486492
Z97837,97837,311217135,9485,120.16,0,95,66,44.55654,-118.067264
Z97838,97838,426229342,27992156,164.57,10.81,25346,9497,45.852978,-119.287228
Z97839,97839,518015024,0,200.01,0,475,188,45.59117,-119.593042
Z97840,97840,295777905,10777783,114.2,4.16,98,73,44.884711,-116.91844
Z97841,97841,49834325,0,19.24,0,476,185,45.465116,-117.944925
Z97842,97842,1797077397,5517351,693.86,2.13,153,139,45.397799,-116.736075
Z97843,97843,914870126,14910905,353.23,5.76,647,307,45.502322,-119.902866
Z97844,97844,107475730,19684143,41.5,7.6,3806,1393,45.88415,-119.548836
Z97845,97845,168393411,0,65.02,0,2652,1341,44.401823,-118.90306
Z97846,97846,1947017249,7512977,751.75,2.9,1891,1358,45.462699,-117.039586
Z97848,97848,490312441,53512,189.31,0.02,195,117,44.722169,-119.580294
Z97850,97850,749321189,1113610,289.31,0.43,16955,7434,45.303538,-118.113278
Z97856,97856,1117453064,18184,431.45,0.01,366,290,44.815212,-119.125254
Z97857,97857,697924474,1077059,269.47,0.42,457,250,45.384444,-117.480281
Z97859,97859,207466418,64805,80.1,0.03,123,158,45.531545,-118.403204
Z97862,97862,711811977,47032,274.83,0.02,11666,4689,45.922063,-118.316063
Z97864,97864,844501408,0,326.06,0,262,179,44.805466,-119.435932
Z97865,97865,989204306,29442,381.93,0.01,1160,612,44.461466,-119.18004
Z97867,97867,352614569,922641,136.15,0.36,763,365,45.076974,-117.987902
Z97868,97868,1144922590,103091,442.06,0.04,1991,880,45.409901,-118.854801
Z97869,97869,889807068,271459,343.56,0.1,1135,623,44.397563,-118.633979
Z97870,97870,338747084,11594330,130.79,4.48,573,387,44.787989,-117.186563
Z97873,97873,198021458,0,76.46,0,228,152,44.132009,-119.002878
Z97874,97874,593675380,0,229.22,0,349,219,44.777572,-119.867599
Z97875,97875,162386295,143302,62.7,0.06,2610,973,45.818549,-119.132853
Z97876,97876,163963821,0,63.31,0,837,378,45.516439,-118.035678
Z97877,97877,526144338,132900,203.15,0.05,283,521,44.713568,-118.412927
Z97880,97880,811066970,19696,313.15,0.01,272,272,45.082438,-118.892255
Z97882,97882,61072719,8058959,23.58,3.11,7760,2134,45.897482,-119.366491
Z97883,97883,691041137,460799,266.81,0.18,2473,1098,45.192443,-117.634164
Z97884,97884,206023260,4010388,79.55,1.55,157,160,44.455141,-118.224967
Z97885,97885,780503322,0,301.35,0,1383,700,45.655669,-117.511703
Z97886,97886,368521751,167931,142.29,0.06,1140,880,45.792905,-118.257458
Z97901,97901,257708781,4119657,99.5,1.59,692,309,43.621445,-117.107275
Z97903,97903,309279887,284336,119.41,0.11,109,76,44.246623,-117.648559
Z97904,97904,1594768434,2153250,615.74,0.83,176,102,43.886287,-118.522302
Z97905,97905,536120897,0,207,0,133,102,44.57382,-117.459512
Z97906,97906,3199687727,792621,1235.41,0.31,249,130,43.537039,-117.774678
Z97907,97907,821511138,15886665,317.19,6.13,560,393,44.419502,-117.345516
Z97908,97908,913849484,2154761,352.84,0.83,56,48,44.312247,-117.928264
Z97909,97909,129029722,0,49.82,0,51,22,44.246692,-117.418958
Z97910,97910,13426781897,35769653,5184.11,13.81,641,419,42.749076,-117.511459
Z97911,97911,1809091573,14897956,698.49,5.75,109,78,43.736482,-118.041388
Z97913,97913,1781173656,38381964,687.72,14.82,5531,2103,43.613589,-117.323286
Z97914,97914,662536813,7113559,255.81,2.75,19205,6620,44.113619,-117.084161
Z97918,97918,1111697888,2893868,429.23,1.12,4537,1829,44.040036,-117.354387
Z97920,97920,1201094109,193816,463.75,0.07,60,28,44.072175,-117.854271
Z98001,98001,48144696,824774,18.59,0.32,31911,11249,47.309496,-122.264469
Z98002,98002,18530037,338922,7.15,0.13,31647,13480,47.308286,-122.216812
Z98003,98003,30089472,288168,11.62,0.11,44151,18436,47.307713,-122.315773
Z98004,98004,18200338,4178457,7.03,1.61,27946,16568,47.618337,-122.205341
Z98005,98005,19429635,18305,7.5,0.01,17714,8070,47.614533,-122.168798
Z98006,98006,27685306,1941389,10.69,0.75,36364,13891,47.557627,-122.151005
Z98007,98007,11341201,25498,4.38,0.01,24889,10996,47.613825,-122.144365
Z98008,98008,14250591,7369624,5.5,2.85,24411,9552,47.605797,-122.099118
Z98010,98010,38991722,2630485,15.05,1.02,5025,2017,47.312036,-122.000417
Z98011,98011,21201057,0,8.19,0,29212,12646,47.753335,-122.201968
Z98012,98012,39681392,41432,15.32,0.02,51136,20580,47.841169,-122.199069
Z98014,98014,117346593,4626219,45.31,1.79,6765,2631,47.660445,-121.891613
Z98019,98019,197687698,2115521,76.33,0.82,10725,3907,47.734333,-121.855307
Z98020,98020,13396283,2513786,5.17,0.97,18304,8794,47.802344,-122.374193
Z98021,98021,26276137,0,10.15,0,26722,10496,47.792523,-122.208216
Z98022,98022,1051343227,6351560,405.93,2.45,20987,9179,47.216372,-121.912906
Z98023,98023,26727719,3607159,10.32,1.39,47510,18026,47.311414,-122.36291
Z98024,98024,61945438,1348984,23.92,0.52,5650,2246,47.573425,-121.899182
Z98026,98026,24153199,2967939,9.33,1.15,35921,15039,47.840794,-122.332985
Z98027,98027,144495296,2939416,55.79,1.13,26141,11248,47.493732,-121.998724
Z98028,98028,14667571,1856135,5.66,0.72,20419,8566,47.75568,-122.248076
Z98029,98029,23189927,42596,8.95,0.02,24348,10222,47.557085,-122.007748
Z98030,98030,18448814,220436,7.12,0.09,33769,12739,47.368522,-122.197976
Z98031,98031,19424908,256402,7.5,0.1,36581,12846,47.405479,-122.195772
Z98032,98032,43315933,761178,16.72,0.29,33853,14451,47.391942,-122.257192
Z98033,98033,24062601,4422742,9.29,1.71,34338,16615,47.675982,-122.193578
Z98034,98034,23633758,4377929,9.13,1.69,40407,17880,47.715769,-122.213748
Z98036,98036,25075706,34278,9.68,0.01,36000,14359,47.809708,-122.280394
Z98037,98037,14931093,0,5.76,0,26889,10647,47.839227,-122.285468
Z98038,98038,172206702,1011079,66.49,0.39,31171,11387,47.419378,-121.958008
Z98039,98039,3737877,11129640,1.44,4.3,2971,1163,47.631695,-122.240405
Z98040,98040,16370442,17583045,6.32,6.79,22699,9930,47.567716,-122.232776
Z98042,98042,73577362,3128023,28.41,1.21,43673,15820,47.367737,-122.117029
Z98043,98043,10570552,275673,4.08,0.11,19943,8615,47.791198,-122.307751
Z98045,98045,872796478,15652767,336.99,6.04,13888,5536,47.390316,-121.606826
Z98047,98047,6277098,74330,2.42,0.03,6339,2322,47.261769,-122.248889
Z98050,98050,8567888,797,3.31,0,322,133,47.545269,-121.939288
Z98051,98051,132339462,1663208,51.1,0.64,3270,1304,47.34621,-121.881291
Z98052,98052,52053966,2151988,20.1,0.83,58442,25674,47.68099,-122.120531
Z98053,98053,73465062,461728,28.37,0.18,18784,7652,47.669312,-122.010131
Z98055,98055,12373996,249945,4.78,0.1,21904,9498,47.446982,-122.201521
Z98056,98056,19466244,4020104,7.52,1.55,32489,13746,47.512527,-122.190248
Z98057,98057,15780776,171884,6.09,0.07,10613,6049,47.47202,-122.2219
Z98058,98058,49037425,2139998,18.93,0.83,41938,16120,47.442737,-122.123973
Z98059,98059,51737366,147702,19.98,0.06,34463,13004,47.499676,-122.113291
Z98065,98065,191904766,2249153,74.09,0.87,12699,4556,47.584223,-121.791951
Z98068,98068,687680542,30965563,265.51,11.96,403,894,47.431918,-121.374061
Z98070,98070,95633751,33221105,36.92,12.83,10624,5552,47.407196,-122.473322
Z98072,98072,46958893,70284,18.13,0.03,22312,9091,47.760785,-122.130531
Z98074,98074,27654818,4010174,10.68,1.55,25748,8942,47.622542,-122.04421
Z98075,98075,24552292,4217658,9.48,1.63,20715,7005,47.586092,-122.037436
Z98077,98077,44819919,575692,17.31,0.22,13585,4775,47.752379,-122.060282
Z98087,98087,14418856,488086,5.57,0.19,29976,12255,47.863071,-122.266976
Z98092,98092,115596899,1840608,44.63,0.71,39816,14935,47.290287,-122.126874
Z98101,98101,1344752,271084,0.52,0.1,10238,9226,47.610902,-122.336422
Z98102,98102,3396112,644264,1.31,0.25,20756,14289,47.63714,-122.321891
Z98103,98103,12005476,1705646,4.64,0.66,45911,24128,47.678255,-122.338152
Z98104,98104,2007034,252657,0.77,0.1,13095,7711,47.601884,-122.329459
Z98105,98105,10689306,6434743,4.13,2.48,43924,17161,47.659861,-122.284977
Z98106,98106,14236532,841740,5.5,0.32,22873,9990,47.544034,-122.349874
Z98107,98107,5704026,704217,2.2,0.27,21147,12360,47.667527,-122.377551
Z98108,98108,19384665,964749,7.48,0.37,22374,8194,47.534862,-122.305794
Z98109,98109,5178191,1079071,2,0.42,20715,13906,47.631863,-122.344267
Z98110,98110,71512405,29499450,27.61,11.39,23025,10584,47.646967,-122.534561
Z98112,98112,8187984,3833109,3.16,1.48,21077,10897,47.63281,-122.288511
Z98115,98115,17051603,5468537,6.58,2.11,46206,21623,47.685746,-122.281588
Z98116,98116,7657204,1880414,2.96,0.73,22241,11961,47.573934,-122.400175
Z98117,98117,10214490,1569166,3.94,0.61,31365,14213,47.687761,-122.38487
Z98118,98118,16178230,6840313,6.25,2.64,42731,16162,47.540246,-122.268545
Z98119,98119,6308526,1626237,2.44,0.63,21039,11592,47.638679,-122.370946
Z98121,98121,1141212,546001,0.44,0.21,12628,10149,47.615192,-122.350581
Z98122,98122,5992910,3155568,2.31,1.22,31454,17123,47.611046,-122.293207
Z98125,98125,13960901,3976391,5.39,1.54,37081,18677,47.716513,-122.295829
Z98126,98126,7963648,1777439,3.07,0.69,20698,9805,47.555647,-122.37959
Z98133,98133,18378984,178301,7.1,0.07,44555,21903,47.740475,-122.342869
Z98134,98134,8738521,1888144,3.37,0.73,644,236,47.577599,-122.338045
Z98136,98136,5954028,2163641,2.3,0.84,14770,7533,47.536464,-122.394409
Z98144,98144,8818482,4545367,3.4,1.75,26881,12660,47.585621,-122.292492
Z98146,98146,12045888,1761080,4.65,0.68,25922,10222,47.500058,-122.357848
Z98148,98148,8117264,0,3.13,0,10010,4588,47.444098,-122.324859
Z98154,98154,9147,0,0,0,0,0,47.606211,-122.333792
Z98155,98155,19604378,1713431,7.57,0.66,32778,13905,47.754413,-122.300477
Z98158,98158,5726911,0,2.21,0,0,0,47.44967,-122.307643
Z98164,98164,9165,0,0,0,141,126,47.605961,-122.332029
Z98166,98166,14685852,4037490,5.67,1.56,20301,8953,47.451576,-122.352986
Z98168,98168,23030102,426890,8.89,0.16,33734,12541,47.489569,-122.29996
Z98174,98174,9145,0,0,0,0,0,47.604569,-122.335359
Z98177,98177,14752872,3576381,5.7,1.38,19030,8078,47.742239,-122.376608
Z98178,98178,12564278,2636151,4.85,1.02,24092,9290,47.499387,-122.243851
Z98188,98188,19551348,755259,7.55,0.29,23111,9959,47.447335,-122.273092
Z98195,98195,183452,50845,0.07,0.02,0,0,47.648763,-122.308282
Z98198,98198,20167178,2323850,7.79,0.9,34584,14328,47.391324,-122.314976
Z98199,98199,10815353,3889313,4.18,1.5,19686,9810,47.651371,-122.407349
Z98201,98201,19365402,6934494,7.48,2.68,29582,13899,48.006311,-122.210044
Z98203,98203,27723263,2260897,10.7,0.87,34354,14245,47.945519,-122.231095
Z98204,98204,20779331,0,8.02,0,39380,17330,47.901362,-122.260891
Z98205,98205,49040504,6324341,18.93,2.44,12283,4599,47.988498,-122.150188
Z98207,98207,575949,210069,0.22,0.08,758,1,47.98772,-122.223307
Z98208,98208,41918895,587506,16.18,0.23,51802,19792,47.901779,-122.187144
Z98220,98220,52834909,245140,20.4,0.09,634,276,48.684945,-122.195194
Z98221,98221,137490614,34329970,53.09,13.25,20429,11005,48.505025,-122.659285
Z98222,98222,17123093,16710879,6.61,6.45,33,166,48.566815,-122.818103
Z98223,98223,827807585,4386628,319.62,1.69,40815,16079,48.216688,-121.952185
Z98224,98224,510454144,9775389,197.09,3.77,294,309,47.595814,-121.47091
Z98225,98225,32513414,6412818,12.55,2.48,46172,20986,48.754092,-122.508128
Z98226,98226,277732046,32559380,107.23,12.57,41235,17623,48.798598,-122.445452
Z98229,98229,127275005,13232957,49.14,5.11,30321,13600,48.696127,-122.413538
Z98230,98230,113340436,12450970,43.76,4.81,15710,8802,48.953983,-122.712014
Z98232,98232,138642205,4959379,53.53,1.91,3920,1792,48.570552,-122.411065
Z98233,98233,87664372,682829,33.85,0.26,14871,5897,48.500949,-122.345587
Z98235,98235,79407,0,0.03,0,103,45,48.462505,-122.23398
Z98236,98236,59279796,25581824,22.89,9.88,5635,3430,47.948393,-122.412822
Z98237,98237,827707761,36482282,319.58,14.09,4025,2329,48.566272,-121.689225
Z98238,98238,563363,0,0.22,0,85,29,48.335389,-122.34462
Z98239,98239,75803716,34548673,29.27,13.34,6646,3714,48.196497,-122.657954
Z98240,98240,53583344,57318,20.69,0.02,3061,1157,48.948225,-122.620684
Z98241,98241,1060181498,6553150,409.34,2.53,2129,1024,48.191666,-121.208822
Z98243,98243,13302672,26163547,5.14,10.1,507,607,48.608978,-123.003654
Z98244,98244,1264000692,12842172,488.03,4.96,3001,2145,48.831811,-121.933829
Z98245,98245,82864214,30830854,31.99,11.9,3651,2565,48.619663,-122.87177
Z98247,98247,164987407,3040843,63.7,1.17,9072,3282,48.911877,-122.330145
Z98248,98248,183462686,5975845,70.84,2.31,22361,8739,48.864419,-122.619419
Z98249,98249,41291160,22831539,15.94,8.82,4561,3097,48.014236,-122.542794
Z98250,98250,160966488,118022465,62.15,45.57,7664,5556,48.573276,-123.115077
Z98251,98251,394887169,6501491,152.47,2.51,4567,2174,47.912317,-121.606822
Z98252,98252,692257955,5334212,267.28,2.06,8777,3736,48.072561,-121.689606
Z98253,98253,32118442,15897676,12.4,6.14,1837,1470,48.092397,-122.576537
Z98255,98255,1349289,0,0.52,0,245,119,48.52212,-121.989398
Z98256,98256,218855030,860036,84.5,0.33,420,454,47.821438,-121.406433
Z98257,98257,47486891,5659405,18.33,2.19,4134,2227,48.406025,-122.512147
Z98258,98258,74699782,4681283,28.84,1.81,30524,11341,48.044199,-122.076876
Z98260,98260,68456492,16909788,26.43,6.53,5278,3285,48.033231,-122.4539
Z98261,98261,77211492,63717718,29.81,24.6,2383,2410,48.482492,-122.883959
Z98262,98262,23949593,833670,9.25,0.32,964,964,48.674357,-122.646705
Z98263,98263,421041,238126,0.16,0.09,76,35,48.523723,-122.065301
Z98264,98264,147753338,2562344,57.05,0.99,18893,7254,48.950253,-122.459792
Z98266,98266,62038225,735181,23.95,0.28,3642,1655,48.96397,-122.122666
Z98267,98267,900046747,6103746,347.51,2.36,534,477,48.437623,-121.299048
Z98270,98270,37060532,442210,14.31,0.17,45899,17093,48.056723,-122.146904
